Day,Date,CodedDay,Zone,Weather,Temperature,Traffic
Friday,03-06-18,5,94,21,34,5
Friday,03-06-18,5,95,23,20,5
Friday,03-06-18,5,96,6,27,5
Friday,03-06-18,5,97,22,18,5
Friday,03-06-18,5,98,13,9,5
Friday,03-06-18,5,99,35,37,5
Friday,03-06-18,5,100,24,21,1
Friday,03-06-18,5,101,26,33,2
Friday,03-06-18,5,102,4,25,2
Friday,03-06-18,5,103,19,18,2
Friday,03-06-18,5,104,1,36,5
Friday,03-06-18,5,105,23,19,3
Friday,03-06-18,5,106,35,34,3
Friday,03-06-18,5,107,27,11,5
Friday,03-06-18,5,108,24,21,1
Friday,03-06-18,5,109,46,42,1
Friday,03-06-18,5,110,22,44,1
Friday,03-06-18,5,111,28,12,1
Friday,03-06-18,5,112,26,33,1
Friday,03-06-18,5,113,32,30,4
Friday,03-06-18,5,114,36,33,2
Friday,03-06-18,5,115,30,13,5
Friday,03-06-18,5,116,3,39,4
Friday,03-06-18,5,117,46,9,4
Friday,03-06-18,5,118,15,41,3
Friday,03-06-18,5,119,42,34,2
Friday,03-06-18,5,120,23,44,1
Friday,03-06-18,5,121,30,7,1
Friday,03-06-18,5,122,1,10,5
Friday,03-06-18,5,123,26,27,2
Friday,03-06-18,5,124,3,18,5
Friday,03-06-18,5,125,26,20,1
Friday,03-06-18,5,126,1,40,4
Friday,03-06-18,5,127,13,12,1
Friday,03-06-18,5,128,31,7,3
Friday,03-06-18,5,129,22,38,3
Friday,03-06-18,5,130,35,13,2
Friday,03-06-18,5,131,7,19,2
Friday,03-06-18,5,132,41,34,4
Friday,03-06-18,5,133,19,41,2
Friday,03-06-18,5,134,5,29,4
Friday,03-06-18,5,135,38,45,5
Friday,03-06-18,5,136,25,24,1
Friday,03-06-18,5,137,25,32,2
Friday,03-06-18,5,138,27,20,2
Friday,03-06-18,5,139,0,36,2
Friday,03-06-18,5,140,27,35,1
Friday,03-06-18,5,141,39,28,5
Friday,03-06-18,5,142,39,21,1
Friday,03-06-18,5,143,29,9,2
Friday,03-06-18,5,144,37,22,2
Saturday,04-06-18,6,1,2,40,3
Saturday,04-06-18,6,2,10,43,1
Saturday,04-06-18,6,3,15,30,5
Saturday,04-06-18,6,4,11,35,1
Saturday,04-06-18,6,5,4,6,4
Saturday,04-06-18,6,6,39,44,1
Saturday,04-06-18,6,7,27,15,5
Saturday,04-06-18,6,8,24,15,1
Saturday,04-06-18,6,9,5,29,4
Saturday,04-06-18,6,10,13,35,4
Saturday,04-06-18,6,11,15,38,2
Saturday,04-06-18,6,12,28,36,2
Saturday,04-06-18,6,13,25,40,1
Saturday,04-06-18,6,14,24,21,4
Saturday,04-06-18,6,15,11,6,3
Saturday,04-06-18,6,16,42,29,3
Saturday,04-06-18,6,17,3,39,3
Saturday,04-06-18,6,18,45,32,5
Saturday,04-06-18,6,19,9,21,3
Saturday,04-06-18,6,20,33,10,5
Saturday,04-06-18,6,21,3,26,3
Saturday,04-06-18,6,22,0,15,1
Saturday,04-06-18,6,23,21,24,4
Saturday,04-06-18,6,24,16,42,1
Saturday,04-06-18,6,25,8,37,3
Saturday,04-06-18,6,26,3,36,4
Saturday,04-06-18,6,27,46,36,2
Saturday,04-06-18,6,28,29,25,4
Saturday,04-06-18,6,29,5,14,2
Saturday,04-06-18,6,30,46,44,3
Saturday,04-06-18,6,31,26,24,4
Saturday,04-06-18,6,32,22,11,4
Saturday,04-06-18,6,33,28,37,2
Saturday,04-06-18,6,34,7,17,3
Saturday,04-06-18,6,35,0,25,1
Saturday,04-06-18,6,36,40,38,2
Saturday,04-06-18,6,37,7,13,3
Saturday,04-06-18,6,38,31,15,4
Saturday,04-06-18,6,39,13,17,3
Saturday,04-06-18,6,40,33,44,2
Saturday,04-06-18,6,41,16,35,2
Saturday,04-06-18,6,42,40,35,3
Saturday,04-06-18,6,43,28,39,5
Saturday,04-06-18,6,44,0,24,4
Saturday,04-06-18,6,45,25,6,4
Saturday,04-06-18,6,46,15,12,3
Saturday,04-06-18,6,47,44,38,4
Saturday,04-06-18,6,48,38,16,3
Saturday,04-06-18,6,49,13,29,3
Saturday,04-06-18,6,50,43,27,2
Saturday,04-06-18,6,51,22,8,2
Saturday,04-06-18,6,52,22,24,2
Saturday,04-06-18,6,53,44,25,1
Saturday,04-06-18,6,54,10,19,4
Saturday,04-06-18,6,55,11,21,1
Saturday,04-06-18,6,56,47,42,2
Saturday,04-06-18,6,57,17,9,4
Saturday,04-06-18,6,58,20,44,2
Saturday,04-06-18,6,59,22,41,3
Saturday,04-06-18,6,60,15,32,5
Saturday,04-06-18,6,61,37,40,2
Saturday,04-06-18,6,62,40,27,4
Saturday,04-06-18,6,63,46,35,5
Saturday,04-06-18,6,64,21,22,2
Saturday,04-06-18,6,65,30,6,3
Saturday,04-06-18,6,66,29,44,3
Saturday,04-06-18,6,67,47,7,5
Saturday,04-06-18,6,68,10,37,2
Saturday,04-06-18,6,69,47,29,1
Saturday,04-06-18,6,70,20,38,5
Saturday,04-06-18,6,71,35,30,1
Saturday,04-06-18,6,72,37,19,1
Saturday,04-06-18,6,73,32,45,2
Saturday,04-06-18,6,74,36,45,2
Saturday,04-06-18,6,75,19,28,2
Saturday,04-06-18,6,76,33,10,4
Saturday,04-06-18,6,77,39,11,2
Saturday,04-06-18,6,78,37,14,1
Saturday,04-06-18,6,79,25,8,2
Saturday,04-06-18,6,80,38,39,1
Saturday,04-06-18,6,81,12,30,1
Saturday,04-06-18,6,82,46,8,4
Saturday,04-06-18,6,83,14,35,1
Saturday,04-06-18,6,84,46,39,3
Saturday,04-06-18,6,85,22,23,3
Saturday,04-06-18,6,86,19,15,1
Saturday,04-06-18,6,87,26,10,1
Saturday,04-06-18,6,88,31,39,3
Saturday,04-06-18,6,89,11,32,5
Saturday,04-06-18,6,90,20,37,3
Saturday,04-06-18,6,91,20,33,5
Saturday,04-06-18,6,92,16,28,3
Saturday,04-06-18,6,93,37,36,1
Saturday,04-06-18,6,94,23,23,1
Saturday,04-06-18,6,95,42,15,3
Saturday,04-06-18,6,96,45,44,4
Saturday,04-06-18,6,97,41,11,4
Saturday,04-06-18,6,98,3,17,4
Saturday,04-06-18,6,99,3,19,4
Saturday,04-06-18,6,100,5,29,5
Saturday,04-06-18,6,101,26,40,5
Saturday,04-06-18,6,102,32,6,3
Saturday,04-06-18,6,103,34,9,2
Saturday,04-06-18,6,104,35,27,2
Saturday,04-06-18,6,105,39,30,4
Saturday,04-06-18,6,106,2,20,5
Saturday,04-06-18,6,107,37,27,5
Saturday,04-06-18,6,108,7,22,5
Saturday,04-06-18,6,109,36,41,3
Saturday,04-06-18,6,110,7,34,2
Saturday,04-06-18,6,111,12,34,4
Saturday,04-06-18,6,112,36,18,3
Saturday,04-06-18,6,113,1,6,3
Saturday,04-06-18,6,114,6,41,2
Saturday,04-06-18,6,115,18,31,4
Saturday,04-06-18,6,116,33,6,3
Saturday,04-06-18,6,117,16,45,1
Saturday,04-06-18,6,118,20,24,5
Saturday,04-06-18,6,119,0,7,4
Saturday,04-06-18,6,120,10,16,1
Saturday,04-06-18,6,121,36,33,3
Saturday,04-06-18,6,122,23,30,5
Saturday,04-06-18,6,123,8,26,3
Saturday,04-06-18,6,124,8,34,4
Saturday,04-06-18,6,125,37,13,1
Saturday,04-06-18,6,126,42,12,5
Saturday,04-06-18,6,127,47,8,2
Saturday,04-06-18,6,128,13,12,3
Saturday,04-06-18,6,129,22,18,5
Saturday,04-06-18,6,130,25,6,4
Saturday,04-06-18,6,131,1,25,5
Saturday,04-06-18,6,132,21,20,3
Saturday,04-06-18,6,133,34,21,3
Saturday,04-06-18,6,134,41,11,2
Saturday,04-06-18,6,135,21,19,5
Saturday,04-06-18,6,136,22,21,1
Saturday,04-06-18,6,137,19,35,4
Saturday,04-06-18,6,138,15,10,3
Saturday,04-06-18,6,139,22,30,2
Saturday,04-06-18,6,140,21,22,1
Saturday,04-06-18,6,141,12,10,2
Saturday,04-06-18,6,142,8,30,1
Saturday,04-06-18,6,143,10,19,5
Saturday,04-06-18,6,144,3,20,1
Sunday,05-06-18,7,1,25,7,2
Sunday,05-06-18,7,2,42,36,4
Sunday,05-06-18,7,3,26,11,2
Sunday,05-06-18,7,4,34,10,3
Sunday,05-06-18,7,5,24,9,2
Sunday,05-06-18,7,6,32,38,4
Sunday,05-06-18,7,7,32,20,3
Sunday,05-06-18,7,8,33,33,5
Sunday,05-06-18,7,9,32,12,1
Sunday,05-06-18,7,10,41,26,1
Sunday,05-06-18,7,11,19,15,2
Sunday,05-06-18,7,12,27,38,3
Sunday,05-06-18,7,13,13,31,1
Sunday,05-06-18,7,14,2,40,2
Sunday,05-06-18,7,15,14,39,4
Sunday,05-06-18,7,16,31,30,3
Sunday,05-06-18,7,17,6,11,5
Sunday,05-06-18,7,18,12,37,3
Sunday,05-06-18,7,19,11,44,2
Sunday,05-06-18,7,20,12,25,3
Sunday,05-06-18,7,21,22,36,5
Sunday,05-06-18,7,22,42,27,1
Sunday,05-06-18,7,23,37,36,3
Sunday,05-06-18,7,24,22,23,2
Sunday,05-06-18,7,25,9,38,4
Sunday,05-06-18,7,26,2,34,4
Sunday,05-06-18,7,27,18,23,2
Sunday,05-06-18,7,28,6,19,3
Sunday,05-06-18,7,29,12,41,3
Sunday,05-06-18,7,30,13,8,3
Sunday,05-06-18,7,31,36,28,2
Sunday,05-06-18,7,32,44,6,5
Sunday,05-06-18,7,33,26,20,1
Sunday,05-06-18,7,34,30,34,3
Sunday,05-06-18,7,35,9,20,5
Sunday,05-06-18,7,36,2,11,4
Sunday,05-06-18,7,37,43,28,4
Sunday,05-06-18,7,38,3,36,5
Sunday,05-06-18,7,39,42,19,1
Sunday,05-06-18,7,40,23,18,5
Sunday,05-06-18,7,41,38,41,5
Sunday,05-06-18,7,42,47,8,5
Sunday,05-06-18,7,43,0,45,3
Sunday,05-06-18,7,44,44,6,2
Sunday,05-06-18,7,45,44,20,2
Sunday,05-06-18,7,46,35,45,1
Sunday,05-06-18,7,47,30,43,5
Sunday,05-06-18,7,48,22,26,2
Sunday,05-06-18,7,49,10,35,2
Sunday,05-06-18,7,50,11,27,1
Sunday,05-06-18,7,51,15,30,4
Sunday,05-06-18,7,52,13,13,4
Sunday,05-06-18,7,53,37,28,5
Sunday,05-06-18,7,54,20,10,3
Sunday,05-06-18,7,55,38,12,2
Sunday,05-06-18,7,56,27,17,5
Sunday,05-06-18,7,57,35,19,3
Sunday,05-06-18,7,58,11,9,4
Sunday,05-06-18,7,59,46,20,5
Sunday,05-06-18,7,60,30,17,5
Sunday,05-06-18,7,61,26,21,2
Sunday,05-06-18,7,62,29,24,5
Sunday,05-06-18,7,63,13,31,5
Sunday,05-06-18,7,64,29,10,3
Sunday,05-06-18,7,65,11,36,2
Sunday,05-06-18,7,66,11,15,5
Sunday,05-06-18,7,67,39,21,3
Sunday,05-06-18,7,68,9,28,5
Sunday,05-06-18,7,69,17,33,5
Sunday,05-06-18,7,70,32,17,1
Sunday,05-06-18,7,71,35,7,5
Sunday,05-06-18,7,72,18,14,4
Sunday,05-06-18,7,73,30,16,2
Sunday,05-06-18,7,74,36,8,5
Sunday,05-06-18,7,75,5,31,1
Sunday,05-06-18,7,76,45,23,5
Sunday,05-06-18,7,77,34,30,5
Sunday,05-06-18,7,78,30,26,3
Sunday,05-06-18,7,79,16,17,5
Sunday,05-06-18,7,80,19,28,5
Sunday,05-06-18,7,81,35,21,4
Sunday,05-06-18,7,82,36,38,1
Sunday,05-06-18,7,83,27,17,1
Sunday,05-06-18,7,84,18,7,1
Sunday,05-06-18,7,85,12,22,5
Sunday,05-06-18,7,86,35,21,4
Sunday,05-06-18,7,87,47,36,5
Sunday,05-06-18,7,88,36,15,5
